Nombre del Sujeto Obligado:,Alcaldía Tlalpan
Formato:,Obra pública o servicios
Periodo:,
ID,FECHA CREACION, FECHA MODIFICACION,"EJERCICIO","FECHA DE INICIO DEL PERIODO QUE SE INFORMA (DÍA/MES/AÑO)","FECHA DE TÉRMINO DEL PERIODO QUE SE INFORMA (DÍA/MES/AÑO)","DENOMINACIÓN DE LA OBRA O SERVICIOS RELACIONADOS","NÚMERO DE CONTRATO","FECHA DEL CONTRATO","MONTO TOTAL DE LA OBRA O SERVICIOS RELACIONADOS","TIPO DE VIALIDAD","NOMBRE DE VIALIDAD","NÚMERO EXTERIOR","NÚMERO INTERIOR  EN SU CASO","TIPO DE ASENTAMIENTO HUMANO","NOMBRE DEL ASENTAMIENTO HUMANO","CLAVE DE LA LOCALIDAD","NOMBRE DE LA LOCALIDAD","CLAVE DE LA DEMARCACIÓN TERRITORIAL O MUINICIPIO","NOMBRE DE LA DEMARCACIÓN TERRITORIAL O MUNICIPIO","CLAVE DE LA ENTIDAD FEDERATIVA","NOMBRE DE LA ENTIDAD FEDERATIVA","CÓDIGO POSTAL","FECHA DE INICIO","FECHA DE TÉRMINO","SUJETO OBLIGADO ORDENADOR DE LA OBRA","SUJETO OBLIGADO RESPONSABLE DE LA OBRA","NOMBRE DEL PROVEEDOR  CONTRATISTA O PERSONA FÍSICA","HIPERVÍNCULO MECANISMOS DE VIGILANCIA DE LA OBRA","HIPERVÍNCULO ESTUDIOS IMPACTO AMBIENTAL Y SÍSMICOS","ÁREA(S) RESPONSABLE(S) DE LA INFORMACIÓN","FECHA DE VALIDACIÓN","FECHA DE ACTUALIZACIÓN","NOTA"
40539962,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA LA REHABLITACIÓN A LA RED DE AGUA PTABLE EN DIVERSAS UBICACIONES DE LA ALCALDÍA TLALPAN: 9.- SAN BARTOLO EL CHICO","ATL-ADS-015-L-SOH-025-20","08/09/2020","28471766","Calle","VENUSTIANO CARRANZA ENTRE ANILLO PERIFERICO Y FRANCISCO VILLA","0","0","Colonia","SAN BARTOLO EL CHICO","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14380","10/09/2020","23/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS HIDRAULICAS","ENKI MX  ARQUITECTURA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40539960,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA LA REHABLITACIÓN A LA RED DE AGUA PTABLE EN DIVERSAS UBICACIONES DE LA ALCALDÍA TLALPAN: 9.- SAN BARTOLO EL CHICO","ATL-ADS-015-L-SOH-025-20","08/09/2020","28471766","Calle","LA ROSA ENTRE SOR JUANA INES DE LA CRUZ Y CANAL DE MIRAMONTES","0","0","Colonia","SAN BARTOLO EL CHICO","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14380","10/09/2020","23/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS HIDRAULICAS","ENKI MX  ARQUITECTURA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540152,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA LA REHABILITACION DE LAS REDES DE DRENAJE EN LAS SIGUIENTES COLONIAS: 5.- ISIDRO FABELA, 8.- CHIMILLI, 9.- PEDREGAL DE SAN NICOLAS 1RA. SECCION, 10.- PEDREGAL DE SAN NICOLAS 2A. SECCION, 11.- PEDREGAL DE SAN NICOLAS 3RA. SECCION, 12.- PEDREGAL DE SAN NICOLAS 4A. SECCION, 13.- LOMAS HIDALGO, 15.- ARBOLEDAS DEL SUR, 18.- GUADALUPE TLALPAN","ATL-ADS-024-L-SOH-034-20","22/09/2020","215496.12","Calle","DZILAM ESQUINA TENOSIQUE","0","0","Colonia","PEDREGAL DE SAN NICOLÁS 3A SECCIÓN","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","23/09/2020","31/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","SANAI LUIGUI EPIGMENIO BARRERA PÉREZ","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540012,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA EL DESAZOLVE DE LA RED DEL SISTEMA DE DRENAJE EN LAS SIGUIENTES COLONIAS: 1.- PUEBLO SAN ANDRES TOTOLTEPEC, 2.- SANTA URSULA XITLA, 3.- CANTERA PUENTE DE PIEDRA, 4.- LA JOYA, 5.- TLALPAN CENTRO, 6.- TORIELLO GUERRA, 7.- ISIDRO FABELA, 8.- PUEBLO QUIETO.","ATL-ADS-013-L-SOH-016-20","01/09/2020","92593.95","Calle","TEXTITLAN ENTRE CAMINO FUENTES BROTANTES Y CALLE CANTERA","0","0","Pueblo","SANTA ÚRSULA XITLA","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14420","03/09/2020","01/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","DOLORES SAGRERO  MUNGUIA","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540204,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","REHABILITACION DE LAS REDES DE DRENAJE, EN LAS SIGUIENTES COLONIAS: 5.- ISIDRO FABELA, 8.- CHIMILLI, 9.- PEDREGAL DE SAN NICOLAS 1a. SECCION, 10.- PEDREGAL DE SAN NICOLAS 2a. SECCION, 11.- PEDREGAL DE SAN NICOLAS 3a. SECCION, 12.- PEDREGAL DE SAN NICOLAS 4a. SECCION, 13.- LOMAS HIDALGO, 15.- ARBOLEDAS DEL SUR, 18.- GUADALUPE TLALPAN","ATL-LP-021-L-OH-050-20","30/09/2020","3731460","Calle","POPOLNA ESQUINA TECOH","0","0","Colonia","PEDREGAL DE SAN NICOLÁS 1A SECCIÓN","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","01/10/2020","29/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","DEMJU ARQUITECTURA DE INGENIERÍA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540306,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","“SUPERVISIÓN PARA CONSTRUIR Y MEJORAR EN 5 PLANTELES EDUCATIVOS DE NIVEL BÁSICO EN: C.A.M: 3.-No. 40 MELCHOR OCAMPO No. 1, PUEBLO SANTO TOMÁS AJUSCO, JARDINES DE NIÑOS: 7.-TAVICHE, HIDALGO Y MARIANO ESCOBEDO,PUEBLO DE SAN MIGUEL AJUSCO, PRIMARIAS: 19.-MAURITANIA, SANTA CRUZ No.6, PUEBLO SAN MIGUEL TOPILEJO, 23.-SALVADOR TREJO, PLAZA JUÁREZ No. 28, PUEBLO SAN MIGUEL TOPILEJO. SECUNDARIAS: 26.-No. 151, AV. MÉXICO”.","ATL-ADS-005-L-SOB-006-20","05/08/2020","205118.61","Avenida","SANTA CRUZ","6","0","Pueblo","SAN MIGUEL TOPILEJO","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14500","08/08/2020","30/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","MORGEN, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","14/11/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40539966,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA LA REHABLITACIÓN A LA RED DE AGUA PTABLE EN DIVERSAS UBICACIONES DE LA ALCALDÍA TLALPAN: 9.- SAN BARTOLO EL CHICO","ATL-ADS-015-L-SOH-025-20","08/09/2020","28471766","Calle","8 DE MAYO ENTRE BENITO JUAREZ Y LAZARO CARDENAS","0","0","Colonia","SAN BARTOLO EL CHICO","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14380","10/09/2020","23/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS HIDRAULICAS","ENKI MX  ARQUITECTURA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540261,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","“CONSTRUIR Y MEJORAR   EN 4 PLANTELES EDUCATIVOS DEL NIVEL BASICO EN: JARDINES DE NIÑOS: 8.-XOCHIPILCO, PROL. 5 DE MAYO NO. 172, COL. SAN PEDRO MÁRTIR, PRIMARIAS: 10.-EFRÉN NUÑEZ MATA, QUERÉTARO NO. 45, COL. MIGUEL HIDALGO 1ª. SECCIÓN, 14.-ESTADO DE SAN LUIS POTOSÍ, SAN JUAN BOSCO, COL. SAN LORENZO HUIPULCO Y 20.-PROFRESOR SÓSTENES CHAPA NIETO, CAMELIA, SAN JUAN TEPEXIMILPA”.","ATL-LP-002-L-OB-008-20","11/08/2020","4291208.45","Prolongación","PROL. 5 DE MAYO","172","0","Colonia","SAN PEDRO MÁRTIR","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14650","12/08/2020","24/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","GARCI BIENES RAICES Y CONSTRUCCIONES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540262,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","“CONSTRUIR Y MEJORAR   EN 4 PLANTELES EDUCATIVOS DEL NIVEL BASICO EN: JARDINES DE NIÑOS: 8.-XOCHIPILCO, PROL. 5 DE MAYO NO. 172, COL. SAN PEDRO MÁRTIR, PRIMARIAS: 10.-EFRÉN NUÑEZ MATA, QUERÉTARO NO. 45, COL. MIGUEL HIDALGO 1ª. SECCIÓN, 14.-ESTADO DE SAN LUIS POTOSÍ, SAN JUAN BOSCO, COL. SAN LORENZO HUIPULCO Y 20.-PROFRESOR SÓSTENES CHAPA NIETO, CAMELIA, SAN JUAN TEPEXIMILPA”.","ATL-LP-002-L-OB-008-20","11/08/2020","4291208.45","Calle","QUERÉTARO","45","0","Colonia","MIGUEL HIDALGO 1ERA. SECC.","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14260","12/08/2020","24/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","GARCI BIENES RAICES Y CONSTRUCCIONES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","01/10/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540115,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA LA REHABILITACION DE LAS REDES DE DRENAJE EN LAS SIGUIENTES COLONIAS: 5.- ISIDRO FABELA, 8.- CHIMILLI, 9.- PEDREGAL DE SAN NICOLAS 1RA. SECCION, 10.- PEDREGAL DE SAN NICOLAS 2A. SECCION, 11.- PEDREGAL DE SAN NICOLAS 3RA. SECCION, 12.- PEDREGAL DE SAN NICOLAS 4A. SECCION, 13.- LOMAS HIDALGO, 15.- ARBOLEDAS DEL SUR, 18.- GUADALUPE TLALPAN","ATL-ADS-024-L-SOH-034-20","22/09/2020","215496.12","Calle","OPICHEN ESQUINA SEYBAPLAYA","0","0","Colonia","PEDREGAL DE SAN NICOLÁS 1A SECCIÓN","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","23/09/2020","31/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","SANAI LUIGUI EPIGMENIO BARRERA PÉREZ","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540065,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","OBRA DE DESAZOLVE DE LA RED DEL SISTEMA DE DRENAJE EN LAS SIGUIENTES COLONIAS: 1.- PUEBLO SAN ANDRES TOTOLTEPEC, 2.- SANTA URSULA XITLA, 3.- CANTERA PUENTE DE PIEDRA, 4.- LA JOYA, 5.- TLALPAN CENTRO, 6.- TORIELLO GUERRA, 7.- ISIDRO FABELA, 8.- PUEBLO QUIETO.","ATL-LP-012-L-OH-021-20","02/09/2020","1886588.74","Calle","LLAMAPAN ENTRE CALLE TESOREROS Y CJON. CARRASCO","0","0","Colonia","CANTERA PUENTE DE PIEDRA","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14040","03/09/2020","01/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","OMIVAL, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540113,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA LA REHABILITACION DE LAS REDES DE DRENAJE EN LAS SIGUIENTES COLONIAS: 5.- ISIDRO FABELA, 8.- CHIMILLI, 9.- PEDREGAL DE SAN NICOLAS 1RA. SECCION, 10.- PEDREGAL DE SAN NICOLAS 2A. SECCION, 11.- PEDREGAL DE SAN NICOLAS 3RA. SECCION, 12.- PEDREGAL DE SAN NICOLAS 4A. SECCION, 13.- LOMAS HIDALGO, 15.- ARBOLEDAS DEL SUR, 18.- GUADALUPE TLALPAN","ATL-ADS-024-L-SOH-034-20","22/09/2020","215496.12","Calle","POPOLNA ENTRE CANSAHCAB Y SAMULA","0","0","Colonia","PEDREGAL DE SAN NICOLÁS 1A SECCIÓN","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","23/09/2020","31/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","SANAI LUIGUI EPIGMENIO BARRERA PÉREZ","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540114,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA LA REHABILITACION DE LAS REDES DE DRENAJE EN LAS SIGUIENTES COLONIAS: 5.- ISIDRO FABELA, 8.- CHIMILLI, 9.- PEDREGAL DE SAN NICOLAS 1RA. SECCION, 10.- PEDREGAL DE SAN NICOLAS 2A. SECCION, 11.- PEDREGAL DE SAN NICOLAS 3RA. SECCION, 12.- PEDREGAL DE SAN NICOLAS 4A. SECCION, 13.- LOMAS HIDALGO, 15.- ARBOLEDAS DEL SUR, 18.- GUADALUPE TLALPAN","ATL-ADS-024-L-SOH-034-20","22/09/2020","215496.12","Calle","CHINA ENTRE OPICHEN Y HAMPOLOL","0","0","Colonia","PEDREGAL DE SAN NICOLÁS 1A SECCIÓN","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","23/09/2020","31/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","SANAI LUIGUI EPIGMENIO BARRERA PÉREZ","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540209,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","REHABILITACION DE LAS REDES DE DRENAJE, EN LAS SIGUIENTES COLONIAS: 5.- ISIDRO FABELA, 8.- CHIMILLI, 9.- PEDREGAL DE SAN NICOLAS 1a. SECCION, 10.- PEDREGAL DE SAN NICOLAS 2a. SECCION, 11.- PEDREGAL DE SAN NICOLAS 3a. SECCION, 12.- PEDREGAL DE SAN NICOLAS 4a. SECCION, 13.- LOMAS HIDALGO, 15.- ARBOLEDAS DEL SUR, 18.- GUADALUPE TLALPAN","ATL-LP-021-L-OH-050-20","30/09/2020","3731460","Calle","SUDZAL ESQUINA SINANCHE","0","0","Colonia","PEDREGAL DE SAN NICOLÁS 1A SECCIÓN","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","01/10/2020","29/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","DEMJU ARQUITECTURA DE INGENIERÍA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540265,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","“CONSTRUIR Y MEJORAR EN 5 PLANTELES EDUCATIVOS DE NIVEL BÁSICO EN, C.A.M: 1.-No.15 SAN BUENAVENTURA No. 86, COL. SECTOR XVI, PRIMARIAS: 13.-DE PARTICIPACIÓN SOCIAL No. 5, AV. SAN FERNANDO No.12, COL. TLALPAN CENTRO, 15.-CUICUILCO CALLEJÓN DEL ZAPOTE S/N, U.H. EL ZAPOTE, 22.-UCRANIA CALZ. TENORIOS 305 COL. U.H. NARCISO MENOZA, 24.-RÍO PÁNUCO PUENTE DE PIEDRA No. 72, TORIELLO GUERRA”.","ATL-LP-003-L-OB-009-20","11/08/2020","4379675.7","Avenida","SAN BUENAVENTURA","86","0","Colonia","Sector XVI","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14629","12/08/2020","24/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","ANTARES, CONSTRUCCIÓN Y ACABADOS, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","04/10/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40539974,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","REHABILITACIÓN  A LA RED DE AGUA POTABLE EN DIVERSAS UBICACIONES DE LA ALCALDÍA TLALPAN: 9.- SAN BARTOLO EL CHICO","ATL-LP-015-L-OH-028-20","11/09/2020","586292818","Calle","VENUSTIANO CARRANZA ENTRE ANILLO PERIFERICO Y FRANCISCO VILLA","0","0","Colonia","SAN BARTOLO EL CHICO","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14380","15/09/2020","13/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS HIDRAULICAS","PROPULSORA ARCOL, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40539976,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","REHABILITACIÓN  A LA RED DE AGUA POTABLE EN DIVERSAS UBICACIONES DE LA ALCALDÍA TLALPAN: 9.- SAN BARTOLO EL CHICO","ATL-LP-015-L-OH-028-20","11/09/2020","586292818","Calle","LAZARO CARDENAS ENTRE ANILLO PERIFERICO Y CANAL DE MIRAMONTES","0","0","Colonia","SAN BARTOLO EL CHICO","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14380","15/09/2020","13/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS HIDRAULICAS","PROPULSORA ARCOL, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540121,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","SUPERVISIÓN PARA LA REHABILITACION DE LAS REDES DE DRENAJE EN LAS SIGUIENTES COLONIAS: 5.- ISIDRO FABELA, 8.- CHIMILLI, 9.- PEDREGAL DE SAN NICOLAS 1RA. SECCION, 10.- PEDREGAL DE SAN NICOLAS 2A. SECCION, 11.- PEDREGAL DE SAN NICOLAS 3RA. SECCION, 12.- PEDREGAL DE SAN NICOLAS 4A. SECCION, 13.- LOMAS HIDALGO, 15.- ARBOLEDAS DEL SUR, 18.- GUADALUPE TLALPAN","ATL-ADS-024-L-SOH-034-20","22/09/2020","215496.12","Calle","POPOLNA ESQUINA TECOH","0","0","Colonia","PEDREGAL DE SAN NICOLÁS 1A SECCIÓN","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","23/09/2020","31/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","SANAI LUIGUI EPIGMENIO BARRERA PÉREZ","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","30/09/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540271,"18/03/21","18/03/21","2020","01/07/2020","30/09/2020","“CONSTRUIR Y MEJORAR EN 5 PLANTELES EDUCATIVOS DE NIVEL BÁSICO EN, C.A.M: 2.-No. 22, CATAZAGA S/N ESQ. DZIBALCHEN, 4.-No. 64, YOBAIN S/N, MZ. 26, COL. POPULAR SANTA TERESA, PRIMARIAS: 17.- LÁZARO PAVIA UBICADO EN AKIL No.138, POPULAR SANTA TERESA, 18.-PEDRO LOREDO ORTEGA, SINANCHE No.10 COL. PEDREGAL DE SAN NICOLÁS 1A.SECCIÓN, 21.-PROVINCIA DE QUÉBEC TEKIT ESQ. HOMUN No.342, COL. HÉROES DE PADIERNA”.","ATL-LP-004-L-OB-010-20","12/08/2020","4098057.62","Calle","YOBAIN","0","0","Colonia","POPULAR SANTA TERESA","12","AlCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14160","13/08/2020","25/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","JYRASA ASESORÍA E INGENIERÍA EN MANTENIMIENTOS, S.A. DE C.V","http://www.contraloria.cdmx.gob.mx/contraloria/denuncia.php","http://repositoriotlalpan.gob.mx.808/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","10/10/2020","30/09/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
